"coordinates (lat,lon)",location_id (id),model (name),model elevation (surface),utc_offset (hrs),temperature (degC),datetime
"(25.8, 80.3)",M,era5,117.83,5.5,18.44,1966-01-23
"(25.8, 80.3)",M,era5,117.83,5.5,19.09,1966-01-24
"(25.8, 80.3)",M,era5,117.83,5.5,20.48,1966-01-25
"(25.8, 80.3)",M,era5,117.83,5.5,17.59,1966-01-26
"(25.8, 80.3)",M,era5,117.83,5.5,17.95,1966-01-27
"(25.8, 80.3)",M,era5,117.83,5.5,18.59,1966-01-28
"(25.8, 80.3)",M,era5,117.83,5.5,18.96,1966-01-29
"(25.8, 80.3)",M,era5,117.83,5.5,17.6,1966-01-30
"(25.8, 80.3)",M,era5,117.83,5.5,17.27,1966-01-31
"(25.8, 80.3)",M,era5,117.83,5.5,18.87,1966-02-01
"(25.8, 80.3)",M,era5,117.83,5.5,18.56,1966-02-02
"(25.8, 80.3)",M,era5,117.83,5.5,19.85,1966-02-03
"(25.8, 80.3)",M,era5,117.83,5.5,20.74,1966-02-04
"(25.8, 80.3)",M,era5,117.83,5.5,21.15,1966-02-05
"(25.8, 80.3)",M,era5,117.83,5.5,21.85,1966-02-06
"(25.8, 80.3)",M,era5,117.83,5.5,22.69,1966-02-07
"(25.8, 80.3)",M,era5,117.83,5.5,22.41,1966-02-08
"(25.8, 80.3)",M,era5,117.83,5.5,24.32,1966-02-09
"(25.8, 80.3)",M,era5,117.83,5.5,24.23,1966-02-10
"(25.8, 80.3)",M,era5,117.83,5.5,24.54,1966-02-11
"(25.8, 80.3)",M,era5,117.83,5.5,25.26,1966-02-12
"(25.8, 80.3)",M,era5,117.83,5.5,20.44,1966-02-13
"(25.8, 80.3)",M,era5,117.83,5.5,19.96,1966-02-14
"(25.8, 80.3)",M,era5,117.83,5.5,20.11,1966-02-15
"(25.8, 80.3)",M,era5,117.83,5.5,19.97,1966-02-16
"(25.8, 80.3)",M,era5,117.83,5.5,20.34,1966-02-17
"(25.8, 80.3)",M,era5,117.83,5.5,19.96,1966-02-18
"(25.8, 80.3)",M,era5,117.83,5.5,20.15,1966-02-19
"(25.8, 80.3)",M,era5,117.83,5.5,21.42,1966-02-20
"(25.8, 80.3)",M,era5,117.83,5.5,23.39,1966-02-21
"(25.8, 80.3)",M,era5,117.83,5.5,23.44,1966-02-22
"(25.8, 80.3)",M,era5,117.83,5.5,22.72,1966-02-23
"(25.8, 80.3)",M,era5,117.83,5.5,23.45,1966-02-24
"(25.8, 80.3)",M,era5,117.83,5.5,23.58,1966-02-25
"(25.8, 80.3)",M,era5,117.83,5.5,25.78,1966-02-26
"(25.8, 80.3)",M,era5,117.83,5.5,25.25,1966-02-27
"(25.8, 80.3)",M,era5,117.83,5.5,23.63,1966-02-28
"(25.8, 80.3)",M,era5,117.83,5.5,22.96,1966-03-01
"(25.8, 80.3)",M,era5,117.83,5.5,23.29,1966-03-02
"(25.8, 80.3)",M,era5,117.83,5.5,25.27,1966-03-03
"(25.8, 80.3)",M,era5,117.83,5.5,27.08,1966-03-04
"(25.8, 80.3)",M,era5,117.83,5.5,22.51,1966-03-05
"(25.8, 80.3)",M,era5,117.83,5.5,20.65,1966-03-06
"(25.8, 80.3)",M,era5,117.83,5.5,20.35,1966-03-07
"(25.8, 80.3)",M,era5,117.83,5.5,20.69,1966-03-08
"(25.8, 80.3)",M,era5,117.83,5.5,21.32,1966-03-09
"(25.8, 80.3)",M,era5,117.83,5.5,22.23,1966-03-10
"(25.8, 80.3)",M,era5,117.83,5.5,24.16,1966-03-11
"(25.8, 80.3)",M,era5,117.83,5.5,25.0,1966-03-12
"(25.8, 80.3)",M,era5,117.83,5.5,24.79,1966-03-13
"(25.8, 80.3)",M,era5,117.83,5.5,25.93,1966-03-14
"(25.8, 80.3)",M,era5,117.83,5.5,26.67,1966-03-15
"(25.8, 80.3)",M,era5,117.83,5.5,27.87,1966-03-16
"(25.8, 80.3)",M,era5,117.83,5.5,30.11,1966-03-17
"(25.8, 80.3)",M,era5,117.83,5.5,28.61,1966-03-18
"(25.8, 80.3)",M,era5,117.83,5.5,26.83,1966-03-19
"(25.8, 80.3)",M,era5,117.83,5.5,24.71,1966-03-20
"(25.8, 80.3)",M,era5,117.83,5.5,25.69,1966-03-21
"(25.8, 80.3)",M,era5,117.83,5.5,27.05,1966-03-22
"(25.8, 80.3)",M,era5,117.83,5.5,28.78,1966-03-23
"(25.8, 80.3)",M,era5,117.83,5.5,29.24,1966-03-24
"(25.8, 80.3)",M,era5,117.83,5.5,28.6,1966-03-25
"(25.8, 80.3)",M,era5,117.83,5.5,30.42,1966-03-26
"(25.8, 80.3)",M,era5,117.83,5.5,27.75,1966-03-27
"(25.8, 80.3)",M,era5,117.83,5.5,28.47,1966-03-28
"(25.8, 80.3)",M,era5,117.83,5.5,26.48,1966-03-29
"(25.8, 80.3)",M,era5,117.83,5.5,26.67,1966-03-30
"(25.8, 80.3)",M,era5,117.83,5.5,28.27,1966-03-31
"(25.8, 80.3)",M,era5,117.83,5.5,29.68,1966-04-01
"(25.8, 80.3)",M,era5,117.83,5.5,29.81,1966-04-02
"(25.8, 80.3)",M,era5,117.83,5.5,29.55,1966-04-03
"(25.8, 80.3)",M,era5,117.83,5.5,30.35,1966-04-04
"(25.8, 80.3)",M,era5,117.83,5.5,32.9,1966-04-05
"(25.8, 80.3)",M,era5,117.83,5.5,31.29,1966-04-06
"(25.8, 80.3)",M,era5,117.83,5.5,29.49,1966-04-07
"(25.8, 80.3)",M,era5,117.83,5.5,29.3,1966-04-08
"(25.8, 80.3)",M,era5,117.83,5.5,29.65,1966-04-09
"(25.8, 80.3)",M,era5,117.83,5.5,30.83,1966-04-10
"(25.8, 80.3)",M,era5,117.83,5.5,30.88,1966-04-11
"(25.8, 80.3)",M,era5,117.83,5.5,31.99,1966-04-12
"(25.8, 80.3)",M,era5,117.83,5.5,32.43,1966-04-13
"(25.8, 80.3)",M,era5,117.83,5.5,34.81,1966-04-14
"(25.8, 80.3)",M,era5,117.83,5.5,33.41,1966-04-15
"(25.8, 80.3)",M,era5,117.83,5.5,32.87,1966-04-16
"(25.8, 80.3)",M,era5,117.83,5.5,31.03,1966-04-17
"(25.8, 80.3)",M,era5,117.83,5.5,31.46,1966-04-18
"(25.8, 80.3)",M,era5,117.83,5.5,31.08,1966-04-19
"(25.8, 80.3)",M,era5,117.83,5.5,31.03,1966-04-20
"(25.8, 80.3)",M,era5,117.83,5.5,33.78,1966-04-21
"(25.8, 80.3)",M,era5,117.83,5.5,32.12,1966-04-22
"(25.8, 80.3)",M,era5,117.83,5.5,32.45,1966-04-23
"(25.8, 80.3)",M,era5,117.83,5.5,33.23,1966-04-24
"(25.8, 80.3)",M,era5,117.83,5.5,35.8,1966-04-25
"(25.8, 80.3)",M,era5,117.83,5.5,34.45,1966-04-26
"(25.8, 80.3)",M,era5,117.83,5.5,33.84,1966-04-27
"(25.8, 80.3)",M,era5,117.83,5.5,34.04,1966-04-28
"(25.8, 80.3)",M,era5,117.83,5.5,34.16,1966-04-29
"(25.8, 80.3)",M,era5,117.83,5.5,34.17,1966-04-30
"(25.8, 80.3)",M,era5,117.83,5.5,33.94,1966-05-01
"(25.8, 80.3)",M,era5,117.83,5.5,32.67,1966-05-02
"(25.8, 80.3)",M,era5,117.83,5.5,33.86,1966-05-03
"(25.8, 80.3)",M,era5,117.83,5.5,34.54,1966-05-04
"(25.8, 80.3)",M,era5,117.83,5.5,34.21,1966-05-05
"(25.8, 80.3)",M,era5,117.83,5.5,35.74,1966-05-06
"(25.8, 80.3)",M,era5,117.83,5.5,35.77,1966-05-07
"(25.8, 80.3)",M,era5,117.83,5.5,35.44,1966-05-08
"(25.8, 80.3)",M,era5,117.83,5.5,36.72,1966-05-09
"(25.8, 80.3)",M,era5,117.83,5.5,36.55,1966-05-10
"(25.8, 80.3)",M,era5,117.83,5.5,34.42,1966-05-11
"(25.8, 80.3)",M,era5,117.83,5.5,32.13,1966-05-12
"(25.8, 80.3)",M,era5,117.83,5.5,32.65,1966-05-13
"(25.8, 80.3)",M,era5,117.83,5.5,32.68,1966-05-14
"(25.8, 80.3)",M,era5,117.83,5.5,32.32,1966-05-15
"(25.8, 80.3)",M,era5,117.83,5.5,33.02,1966-05-16
"(25.8, 80.3)",M,era5,117.83,5.5,33.41,1966-05-17
"(25.8, 80.3)",M,era5,117.83,5.5,34.6,1966-05-18
"(25.8, 80.3)",M,era5,117.83,5.5,35.58,1966-05-19
"(25.8, 80.3)",M,era5,117.83,5.5,36.27,1966-05-20
"(25.8, 80.3)",M,era5,117.83,5.5,37.16,1966-05-21
"(25.8, 80.3)",M,era5,117.83,5.5,38.14,1966-05-22
"(25.8, 80.3)",M,era5,117.83,5.5,37.82,1966-05-23
"(25.8, 80.3)",M,era5,117.83,5.5,37.5,1966-05-24
"(25.8, 80.3)",M,era5,117.83,5.5,37.43,1966-05-25
"(25.8, 80.3)",M,era5,117.83,5.5,38.38,1966-05-26
"(25.8, 80.3)",M,era5,117.83,5.5,38.52,1966-05-27
"(25.8, 80.3)",M,era5,117.83,5.5,38.64,1966-05-28
"(25.8, 80.3)",M,era5,117.83,5.5,37.66,1966-05-29
"(25.8, 80.3)",M,era5,117.83,5.5,37.3,1966-05-30
"(25.8, 80.3)",M,era5,117.83,5.5,37.83,1966-05-31
"(25.8, 80.3)",M,era5,117.83,5.5,38.02,1966-06-01
"(25.8, 80.3)",M,era5,117.83,5.5,37.53,1966-06-02
"(25.8, 80.3)",M,era5,117.83,5.5,37.2,1966-06-03
"(25.8, 80.3)",M,era5,117.83,5.5,37.6,1966-06-04
"(25.8, 80.3)",M,era5,117.83,5.5,38.19,1966-06-05
"(25.8, 80.3)",M,era5,117.83,5.5,38.28,1966-06-06
"(25.8, 80.3)",M,era5,117.83,5.5,39.97,1966-06-07
"(25.8, 80.3)",M,era5,117.83,5.5,40.43,1966-06-08
"(25.8, 80.3)",M,era5,117.83,5.5,39.23,1966-06-09
"(25.8, 80.3)",M,era5,117.83,5.5,39.07,1966-06-10
"(25.8, 80.3)",M,era5,117.83,5.5,37.78,1966-06-11
"(25.8, 80.3)",M,era5,117.83,5.5,36.2,1966-06-12
"(25.8, 80.3)",M,era5,117.83,5.5,35.64,1966-06-13
"(25.8, 80.3)",M,era5,117.83,5.5,35.53,1966-06-14
"(25.8, 80.3)",M,era5,117.83,5.5,34.84,1966-06-15
"(25.8, 80.3)",M,era5,117.83,5.5,34.21,1966-06-16
"(25.8, 80.3)",M,era5,117.83,5.5,30.44,1966-06-17
"(25.8, 80.3)",M,era5,117.83,5.5,29.81,1966-06-18
"(25.8, 80.3)",M,era5,117.83,5.5,28.75,1966-06-19
"(25.8, 80.3)",M,era5,117.83,5.5,29.87,1966-06-20
"(25.8, 80.3)",M,era5,117.83,5.5,29.71,1966-06-21
"(25.8, 80.3)",M,era5,117.83,5.5,31.04,1966-06-22
"(25.8, 80.3)",M,era5,117.83,5.5,28.01,1966-06-23
"(25.8, 80.3)",M,era5,117.83,5.5,28.06,1966-06-24
"(25.8, 80.3)",M,era5,117.83,5.5,28.46,1966-06-25
"(25.8, 80.3)",M,era5,117.83,5.5,28.34,1966-06-26
"(25.8, 80.3)",M,era5,117.83,5.5,28.49,1966-06-27
"(25.8, 80.3)",M,era5,117.83,5.5,27.26,1966-06-28
"(25.8, 80.3)",M,era5,117.83,5.5,26.56,1966-06-29
"(25.8, 80.3)",M,era5,117.83,5.5,26.31,1966-06-30
"(25.8, 80.3)",M,era5,117.83,5.5,29.45,1966-07-01
"(25.8, 80.3)",M,era5,117.83,5.5,31.18,1966-07-02
"(25.8, 80.3)",M,era5,117.83,5.5,31.39,1966-07-03
"(25.8, 80.3)",M,era5,117.83,5.5,31.06,1966-07-04
"(25.8, 80.3)",M,era5,117.83,5.5,31.01,1966-07-05
"(25.8, 80.3)",M,era5,117.83,5.5,30.54,1966-07-06
"(25.8, 80.3)",M,era5,117.83,5.5,31.33,1966-07-07
"(25.8, 80.3)",M,era5,117.83,5.5,31.4,1966-07-08
"(25.8, 80.3)",M,era5,117.83,5.5,32.11,1966-07-09
"(25.8, 80.3)",M,era5,117.83,5.5,33.88,1966-07-10
"(25.8, 80.3)",M,era5,117.83,5.5,34.57,1966-07-11
"(25.8, 80.3)",M,era5,117.83,5.5,34.03,1966-07-12
"(25.8, 80.3)",M,era5,117.83,5.5,33.41,1966-07-13
"(25.8, 80.3)",M,era5,117.83,5.5,32.81,1966-07-14
"(25.8, 80.3)",M,era5,117.83,5.5,33.47,1966-07-15
"(25.8, 80.3)",M,era5,117.83,5.5,31.44,1966-07-16
"(25.8, 80.3)",M,era5,117.83,5.5,31.04,1966-07-17
"(25.8, 80.3)",M,era5,117.83,5.5,29.9,1966-07-18
"(25.8, 80.3)",M,era5,117.83,5.5,28.98,1966-07-19
"(25.8, 80.3)",M,era5,117.83,5.5,28.59,1966-07-20
"(25.8, 80.3)",M,era5,117.83,5.5,27.51,1966-07-21
"(25.8, 80.3)",M,era5,117.83,5.5,28.2,1966-07-22
"(25.8, 80.3)",M,era5,117.83,5.5,30.2,1966-07-23
"(25.8, 80.3)",M,era5,117.83,5.5,29.78,1966-07-24
"(25.8, 80.3)",M,era5,117.83,5.5,28.44,1966-07-25
"(25.8, 80.3)",M,era5,117.83,5.5,28.15,1966-07-26
"(25.8, 80.3)",M,era5,117.83,5.5,28.04,1966-07-27
"(25.8, 80.3)",M,era5,117.83,5.5,28.09,1966-07-28
"(25.8, 80.3)",M,era5,117.83,5.5,28.65,1966-07-29
"(25.8, 80.3)",M,era5,117.83,5.5,29.16,1966-07-30
"(25.8, 80.3)",M,era5,117.83,5.5,28.81,1966-07-31
"(25.8, 80.3)",M,era5,117.83,5.5,28.7,1966-08-01
"(25.8, 80.3)",M,era5,117.83,5.5,27.92,1966-08-02
"(25.8, 80.3)",M,era5,117.83,5.5,28.94,1966-08-03
"(25.8, 80.3)",M,era5,117.83,5.5,28.45,1966-08-04
"(25.8, 80.3)",M,era5,117.83,5.5,27.21,1966-08-05
"(25.8, 80.3)",M,era5,117.83,5.5,27.85,1966-08-06
"(25.8, 80.3)",M,era5,117.83,5.5,28.5,1966-08-07
"(25.8, 80.3)",M,era5,117.83,5.5,27.49,1966-08-08
"(25.8, 80.3)",M,era5,117.83,5.5,27.04,1966-08-09
"(25.8, 80.3)",M,era5,117.83,5.5,26.52,1966-08-10
"(25.8, 80.3)",M,era5,117.83,5.5,26.93,1966-08-11
"(25.8, 80.3)",M,era5,117.83,5.5,26.6,1966-08-12
"(25.8, 80.3)",M,era5,117.83,5.5,25.91,1966-08-13
"(25.8, 80.3)",M,era5,117.83,5.5,25.86,1966-08-14
"(25.8, 80.3)",M,era5,117.83,5.5,27.72,1966-08-15
"(25.8, 80.3)",M,era5,117.83,5.5,28.51,1966-08-16
"(25.8, 80.3)",M,era5,117.83,5.5,27.99,1966-08-17
"(25.8, 80.3)",M,era5,117.83,5.5,27.84,1966-08-18
"(25.8, 80.3)",M,era5,117.83,5.5,27.54,1966-08-19
"(25.8, 80.3)",M,era5,117.83,5.5,27.79,1966-08-20
"(25.8, 80.3)",M,era5,117.83,5.5,28.04,1966-08-21
"(25.8, 80.3)",M,era5,117.83,5.5,28.14,1966-08-22
"(25.8, 80.3)",M,era5,117.83,5.5,29.63,1966-08-23
"(25.8, 80.3)",M,era5,117.83,5.5,29.11,1966-08-24
"(25.8, 80.3)",M,era5,117.83,5.5,28.73,1966-08-25
"(25.8, 80.3)",M,era5,117.83,5.5,28.54,1966-08-26
"(25.8, 80.3)",M,era5,117.83,5.5,28.64,1966-08-27
"(25.8, 80.3)",M,era5,117.83,5.5,29.11,1966-08-28
"(25.8, 80.3)",M,era5,117.83,5.5,29.35,1966-08-29
"(25.8, 80.3)",M,era5,117.83,5.5,29.63,1966-08-30
"(25.8, 80.3)",M,era5,117.83,5.5,29.76,1966-08-31
"(25.8, 80.3)",M,era5,117.83,5.5,29.9,1966-09-01
"(25.8, 80.3)",M,era5,117.83,5.5,29.45,1966-09-02
"(25.8, 80.3)",M,era5,117.83,5.5,27.91,1966-09-03
"(25.8, 80.3)",M,era5,117.83,5.5,28.44,1966-09-04
"(25.8, 80.3)",M,era5,117.83,5.5,28.47,1966-09-05
"(25.8, 80.3)",M,era5,117.83,5.5,28.28,1966-09-06
"(25.8, 80.3)",M,era5,117.83,5.5,28.0,1966-09-07
"(25.8, 80.3)",M,era5,117.83,5.5,27.79,1966-09-08
"(25.8, 80.3)",M,era5,117.83,5.5,27.25,1966-09-09
"(25.8, 80.3)",M,era5,117.83,5.5,26.91,1966-09-10
"(25.8, 80.3)",M,era5,117.83,5.5,26.94,1966-09-11
"(25.8, 80.3)",M,era5,117.83,5.5,26.96,1966-09-12
"(25.8, 80.3)",M,era5,117.83,5.5,27.15,1966-09-13
"(25.8, 80.3)",M,era5,117.83,5.5,27.35,1966-09-14
"(25.8, 80.3)",M,era5,117.83,5.5,27.55,1966-09-15
"(25.8, 80.3)",M,era5,117.83,5.5,27.39,1966-09-16
"(25.8, 80.3)",M,era5,117.83,5.5,27.69,1966-09-17
"(25.8, 80.3)",M,era5,117.83,5.5,26.88,1966-09-18
"(25.8, 80.3)",M,era5,117.83,5.5,27.84,1966-09-19
"(25.8, 80.3)",M,era5,117.83,5.5,28.26,1966-09-20
"(25.8, 80.3)",M,era5,117.83,5.5,28.49,1966-09-21
"(25.8, 80.3)",M,era5,117.83,5.5,28.09,1966-09-22
"(25.8, 80.3)",M,era5,117.83,5.5,28.03,1966-09-23
"(25.8, 80.3)",M,era5,117.83,5.5,28.08,1966-09-24
"(25.8, 80.3)",M,era5,117.83,5.5,27.62,1966-09-25
"(25.8, 80.3)",M,era5,117.83,5.5,27.64,1966-09-26
"(25.8, 80.3)",M,era5,117.83,5.5,27.8,1966-09-27
"(25.8, 80.3)",M,era5,117.83,5.5,27.66,1966-09-28
"(25.8, 80.3)",M,era5,117.83,5.5,28.25,1966-09-29
"(25.8, 80.3)",M,era5,117.83,5.5,28.41,1966-09-30
"(25.8, 80.3)",M,era5,117.83,5.5,28.43,1966-10-01
"(25.8, 80.3)",M,era5,117.83,5.5,29.08,1966-10-02
"(25.8, 80.3)",M,era5,117.83,5.5,28.32,1966-10-03
"(25.8, 80.3)",M,era5,117.83,5.5,28.49,1966-10-04
"(25.8, 80.3)",M,era5,117.83,5.5,28.7,1966-10-05
"(25.8, 80.3)",M,era5,117.83,5.5,28.09,1966-10-06
"(25.8, 80.3)",M,era5,117.83,5.5,28.55,1966-10-07
"(25.8, 80.3)",M,era5,117.83,5.5,28.45,1966-10-08
"(25.8, 80.3)",M,era5,117.83,5.5,28.38,1966-10-09
"(25.8, 80.3)",M,era5,117.83,5.5,27.89,1966-10-10
"(25.8, 80.3)",M,era5,117.83,5.5,26.88,1966-10-11
"(25.8, 80.3)",M,era5,117.83,5.5,27.31,1966-10-12
"(25.8, 80.3)",M,era5,117.83,5.5,27.21,1966-10-13
"(25.8, 80.3)",M,era5,117.83,5.5,26.79,1966-10-14
"(25.8, 80.3)",M,era5,117.83,5.5,26.6,1966-10-15
"(25.8, 80.3)",M,era5,117.83,5.5,27.46,1966-10-16
"(25.8, 80.3)",M,era5,117.83,5.5,26.88,1966-10-17
"(25.8, 80.3)",M,era5,117.83,5.5,27.58,1966-10-18
"(25.8, 80.3)",M,era5,117.83,5.5,27.84,1966-10-19
"(25.8, 80.3)",M,era5,117.83,5.5,28.75,1966-10-20
"(25.8, 80.3)",M,era5,117.83,5.5,28.31,1966-10-21
"(25.8, 80.3)",M,era5,117.83,5.5,28.07,1966-10-22
"(25.8, 80.3)",M,era5,117.83,5.5,27.47,1966-10-23
"(25.8, 80.3)",M,era5,117.83,5.5,25.53,1966-10-24
"(25.8, 80.3)",M,era5,117.83,5.5,26.18,1966-10-25
"(25.8, 80.3)",M,era5,117.83,5.5,25.69,1966-10-26
"(25.8, 80.3)",M,era5,117.83,5.5,26.58,1966-10-27
"(25.8, 80.3)",M,era5,117.83,5.5,25.23,1966-10-28
"(25.8, 80.3)",M,era5,117.83,5.5,25.85,1966-10-29
"(25.8, 80.3)",M,era5,117.83,5.5,26.17,1966-10-30
"(25.8, 80.3)",M,era5,117.83,5.5,26.35,1966-10-31
"(25.8, 80.3)",M,era5,117.83,5.5,26.06,1966-11-01
"(25.8, 80.3)",M,era5,117.83,5.5,25.21,1966-11-02
"(25.8, 80.3)",M,era5,117.83,5.5,23.98,1966-11-03
"(25.8, 80.3)",M,era5,117.83,5.5,24.74,1966-11-04
"(25.8, 80.3)",M,era5,117.83,5.5,24.56,1966-11-05
"(25.8, 80.3)",M,era5,117.83,5.5,23.68,1966-11-06
"(25.8, 80.3)",M,era5,117.83,5.5,24.02,1966-11-07
"(25.8, 80.3)",M,era5,117.83,5.5,24.36,1966-11-08
"(25.8, 80.3)",M,era5,117.83,5.5,24.37,1966-11-09
"(25.8, 80.3)",M,era5,117.83,5.5,24.0,1966-11-10
"(25.8, 80.3)",M,era5,117.83,5.5,25.81,1966-11-11
"(25.8, 80.3)",M,era5,117.83,5.5,25.51,1966-11-12
"(25.8, 80.3)",M,era5,117.83,5.5,26.4,1966-11-13
"(25.8, 80.3)",M,era5,117.83,5.5,25.0,1966-11-14
"(25.8, 80.3)",M,era5,117.83,5.5,23.6,1966-11-15
"(25.8, 80.3)",M,era5,117.83,5.5,23.59,1966-11-16
"(25.8, 80.3)",M,era5,117.83,5.5,23.04,1966-11-17
"(25.8, 80.3)",M,era5,117.83,5.5,23.34,1966-11-18
"(25.8, 80.3)",M,era5,117.83,5.5,23.42,1966-11-19
"(25.8, 80.3)",M,era5,117.83,5.5,22.36,1966-11-20
"(25.8, 80.3)",M,era5,117.83,5.5,21.55,1966-11-21
"(25.8, 80.3)",M,era5,117.83,5.5,22.45,1966-11-22
"(25.8, 80.3)",M,era5,117.83,5.5,22.77,1966-11-23
"(25.8, 80.3)",M,era5,117.83,5.5,22.71,1966-11-24
"(25.8, 80.3)",M,era5,117.83,5.5,21.61,1966-11-25
"(25.8, 80.3)",M,era5,117.83,5.5,21.14,1966-11-26
"(25.8, 80.3)",M,era5,117.83,5.5,20.3,1966-11-27
"(25.8, 80.3)",M,era5,117.83,5.5,22.03,1966-11-28
"(25.8, 80.3)",M,era5,117.83,5.5,22.91,1966-11-29
"(25.8, 80.3)",M,era5,117.83,5.5,21.74,1966-11-30
"(25.8, 80.3)",M,era5,117.83,5.5,21.0,1966-12-01
"(25.8, 80.3)",M,era5,117.83,5.5,18.76,1966-12-02
"(25.8, 80.3)",M,era5,117.83,5.5,17.2,1966-12-03
"(25.8, 80.3)",M,era5,117.83,5.5,18.3,1966-12-04
"(25.8, 80.3)",M,era5,117.83,5.5,19.09,1966-12-05
"(25.8, 80.3)",M,era5,117.83,5.5,19.03,1966-12-06
"(25.8, 80.3)",M,era5,117.83,5.5,17.77,1966-12-07
"(25.8, 80.3)",M,era5,117.83,5.5,17.08,1966-12-08
"(25.8, 80.3)",M,era5,117.83,5.5,16.29,1966-12-09
"(25.8, 80.3)",M,era5,117.83,5.5,15.23,1966-12-10
"(25.8, 80.3)",M,era5,117.83,5.5,16.39,1966-12-11
"(25.8, 80.3)",M,era5,117.83,5.5,16.79,1966-12-12
"(25.8, 80.3)",M,era5,117.83,5.5,16.85,1966-12-13
"(25.8, 80.3)",M,era5,117.83,5.5,16.61,1966-12-14
"(25.8, 80.3)",M,era5,117.83,5.5,17.04,1966-12-15
"(25.8, 80.3)",M,era5,117.83,5.5,17.45,1966-12-16
"(25.8, 80.3)",M,era5,117.83,5.5,17.02,1966-12-17
"(25.8, 80.3)",M,era5,117.83,5.5,16.31,1966-12-18
"(25.8, 80.3)",M,era5,117.83,5.5,16.1,1966-12-19
"(25.8, 80.3)",M,era5,117.83,5.5,16.48,1966-12-20
"(25.8, 80.3)",M,era5,117.83,5.5,16.06,1966-12-21
"(25.8, 80.3)",M,era5,117.83,5.5,15.79,1966-12-22
"(25.8, 80.3)",M,era5,117.83,5.5,16.28,1966-12-23
"(25.8, 80.3)",M,era5,117.83,5.5,19.12,1966-12-24
"(25.8, 80.3)",M,era5,117.83,5.5,20.07,1966-12-25
"(25.8, 80.3)",M,era5,117.83,5.5,18.11,1966-12-26
"(25.8, 80.3)",M,era5,117.83,5.5,15.97,1966-12-27
"(25.8, 80.3)",M,era5,117.83,5.5,19.79,1966-12-28
"(25.8, 80.3)",M,era5,117.83,5.5,20.02,1966-12-29
"(25.8, 80.3)",M,era5,117.83,5.5,17.71,1966-12-30
"(25.8, 80.3)",M,era5,117.83,5.5,18.68,1966-12-31
"(25.8, 80.3)",M,era5,117.83,5.5,17.24,1967-01-01
"(25.8, 80.3)",M,era5,117.83,5.5,16.53,1967-01-02
"(25.8, 80.3)",M,era5,117.83,5.5,13.5,1967-01-03
"(25.8, 80.3)",M,era5,117.83,5.5,13.53,1967-01-04
"(25.8, 80.3)",M,era5,117.83,5.5,13.24,1967-01-05
"(25.8, 80.3)",M,era5,117.83,5.5,13.37,1967-01-06
"(25.8, 80.3)",M,era5,117.83,5.5,14.59,1967-01-07
"(25.8, 80.3)",M,era5,117.83,5.5,15.84,1967-01-08
"(25.8, 80.3)",M,era5,117.83,5.5,16.27,1967-01-09
"(25.8, 80.3)",M,era5,117.83,5.5,14.28,1967-01-10
"(25.8, 80.3)",M,era5,117.83,5.5,12.67,1967-01-11
"(25.8, 80.3)",M,era5,117.83,5.5,13.14,1967-01-12
"(25.8, 80.3)",M,era5,117.83,5.5,11.86,1967-01-13
"(25.8, 80.3)",M,era5,117.83,5.5,12.64,1967-01-14
"(25.8, 80.3)",M,era5,117.83,5.5,14.56,1967-01-15
"(25.8, 80.3)",M,era5,117.83,5.5,13.78,1967-01-16
"(25.8, 80.3)",M,era5,117.83,5.5,13.72,1967-01-17
"(25.8, 80.3)",M,era5,117.83,5.5,14.11,1967-01-18
"(25.8, 80.3)",M,era5,117.83,5.5,15.76,1967-01-19
"(25.8, 80.3)",M,era5,117.83,5.5,15.35,1967-01-20
"(25.8, 80.3)",M,era5,117.83,5.5,15.37,1967-01-21
"(25.8, 80.3)",M,era5,117.83,5.5,16.44,1967-01-22
"(25.8, 80.3)",M,era5,117.83,5.5,17.08,1967-01-23
"(25.8, 80.3)",M,era5,117.83,5.5,17.53,1967-01-24
"(25.8, 80.3)",M,era5,117.83,5.5,17.55,1967-01-25
"(25.8, 80.3)",M,era5,117.83,5.5,17.7,1967-01-26
"(25.8, 80.3)",M,era5,117.83,5.5,16.94,1967-01-27
"(25.8, 80.3)",M,era5,117.83,5.5,17.09,1967-01-28
"(25.8, 80.3)",M,era5,117.83,5.5,15.72,1967-01-29
"(25.8, 80.3)",M,era5,117.83,5.5,15.25,1967-01-30
"(25.8, 80.3)",M,era5,117.83,5.5,15.89,1967-01-31
"(25.8, 80.3)",M,era5,117.83,5.5,17.17,1967-02-01
"(25.8, 80.3)",M,era5,117.83,5.5,17.51,1967-02-02
"(25.8, 80.3)",M,era5,117.83,5.5,17.5,1967-02-03
"(25.8, 80.3)",M,era5,117.83,5.5,19.76,1967-02-04
"(25.8, 80.3)",M,era5,117.83,5.5,21.34,1967-02-05
"(25.8, 80.3)",M,era5,117.83,5.5,22.17,1967-02-06
"(25.8, 80.3)",M,era5,117.83,5.5,20.88,1967-02-07
"(25.8, 80.3)",M,era5,117.83,5.5,22.18,1967-02-08
"(25.8, 80.3)",M,era5,117.83,5.5,20.93,1967-02-09
"(25.8, 80.3)",M,era5,117.83,5.5,19.15,1967-02-10
"(25.8, 80.3)",M,era5,117.83,5.5,19.63,1967-02-11
"(25.8, 80.3)",M,era5,117.83,5.5,19.6,1967-02-12
"(25.8, 80.3)",M,era5,117.83,5.5,19.35,1967-02-13
